,search_term,title,link,dates,categories,linked_docs
10,rolling_stock,Written question E-004075/13 Gerben-Jan Gerbrandy (ALDE) to the Commission. Certification standards for trains using European railways,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:92013E004075,"Date of document:
11/04/2013; Date of transmission
Date of dispatch:
11/04/2013
Date of reply:
03/06/2013; Written answer","EUROVOC descriptor:
rolling stock
environmental impact
motor vehicle pollution
transport safety
urban area
noise
technical standard
railway industry
Subject matter:
Transport
Directory code:
07.20.40.10 Transport policy / Inland transport / Structural harmonisation / Technical and safety conditions","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Link
Display the Official Journal containing the document"
11,rolling_stock,Written question P-002744/13 Toine Manders (ALDE) to the Commission. European noise standards for rail transport,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:92013E002744,"Date of document:
08/03/2013; Date of transmission
Date of dispatch:
08/03/2013
Date of reply:
10/04/2013; Written answer","EUROVOC descriptor:
transport infrastructure
rolling stock
high-speed transport
noise
Subject matter:
Environment
Transport
Directory code:
07.20.40.10 Transport policy / Inland transport / Structural harmonisation / Technical and safety conditions
15.10.20.40 Environment, consumers and health protection / Environment / Pollution and nuisances / Prevention of noise pollution","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Link
Display the Official Journal containing the document"
12,rolling_stock,Written question E-010976/12 Marielle de Sarnez (ALDE) to the Commission. Encouraging the use of wooden sleepers in railway lines,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:92012E010976,"Date of document:
30/11/2012; Date of transmission
Date of dispatch:
30/11/2012
Date of reply:
30/01/2013; Written answer","EUROVOC descriptor:
public contract
rolling stock
building industry
competitiveness
sustainable development
Subject matter:
Transport
Directory code:
07.20.40.10 Transport policy / Inland transport / Structural harmonisation / Technical and safety conditions","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Link
Display the Official Journal containing the document"
13,rolling_stock,Written question E-006249/12 Alexander Mirsky (S&D) to the Commission. Funding of Latvian projects,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:92012E006249,"Date of document:
25/06/2012; Date of transmission
Date of dispatch:
25/06/2012
Date of reply:
03/08/2012; Written answer","EUROVOC descriptor:
rolling stock
Structural Funds
Latvia
co-financing
project management
Subject matter:
Transport
Directory code:
07.10.20.00 Transport policy / Transport infrastructure / Financial support","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Link
Display the Official Journal containing the document"
14,rolling_stock,Written question P-005702/12 Peter Simon (S&D) to the Commission. Measures to reduce noise from freight traffic,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:92012E005702,"Date of document:
06/06/2012; Date of transmission
Date of dispatch:
06/06/2012
Date of reply:
02/07/2012; Written answer","EUROVOC descriptor:
rolling stock
noise protection
noise
Subject matter:
Transport
Environment
Directory code:
07.20.40.10 Transport policy / Inland transport / Structural harmonisation / Technical and safety conditions
15.10.20.40 Environment, consumers and health protection / Environment / Pollution and nuisances / Prevention of noise pollution","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Link
Display the Official Journal containing the document"
15,rolling_stock,Written question E-000470/12 Michael Cramer (Verts/ALE) to the Commission. Investment in protection against rail noise,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:92012E000470,"Date of document:
23/01/2012; Date of transmission
Date of dispatch:
23/01/2012
Date of reply:
24/02/2012; Written answer","EUROVOC descriptor:
European Regional Development Fund
rolling stock
noise protection
noise
technical standard
eligibility criteria
Cohesion Fund
operational programme
co-financing
Subject matter:
Transport
Regional policy
Environment
Directory code:
07.20.40.10 Transport policy / Inland transport / Structural harmonisation / Technical and safety conditions
14.50.00.00 Regional policy and coordination of structural instruments / Coordination of structural instruments
15.10.20.40 Environment, consumers and health protection / Environment / Pollution and nuisances / Prevention of noise pollution","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Link
Display the Official Journal containing the document"
16,rolling_stock,The corrigendum does not concern the search language used.,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32008D0232R(04),"Date of document:
19/04/2013","EUROVOC descriptor:
rolling stock
high-speed transport
technical specification
transport safety
trans-European network","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amendment to:
Relation
All
Corrigendum to
Act
All
32008D0232
Comment Subdivision concerned
Corrigendum to 32008D0232 (HU, NL, EL, DA)
Link
Display the Official Journal containing the document"
17,rolling_stock,Written question E-010233/11 Michail Tremopoulos (Verts/ALE) to the Commission. Looting of public railway equipment in Greece,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:92011E010233,"Date of document:
15/11/2011; Date of transmission
Date of dispatch:
15/11/2011
Date of reply:
03/01/2012; Written answer","EUROVOC descriptor:
Greece
transport infrastructure
rolling stock
Peloponnese
rail network
theft
Western Greece
Western Macedonia
Subject matter:
Transport
Area of freedom, security and justice
Directory code:
07.10.00.00 Transport policy / Transport infrastructure
19.30.20.00 Area of freedom, security and justice / Police and judicial cooperation in criminal and customs matters / Judicial cooperation in criminal matters","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document"
18,rolling_stock,Written question E-3996/09 by Daniel Caspary (PPE) to the Commission. Access to the Japanese market in the field of rail equipment and use of the operational safety clause,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:92009E003996,"Date of document:
05/08/2009; Date of transmission
Date of dispatch:
05/08/2009
Date of reply:
21/09/2009; Written answer","EUROVOC descriptor:
Japan
domestic market
public contract
rolling stock
single market
multilateral agreement
World Trade Organisation
foreign enterprise","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document"
19,rolling_stock,Written question P-6328/09 by Brian Simpson (S&D) to the Commission. Proposed tax on rolling stock in France,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:92009E006328,"Date of document:
11/12/2009; Date of transmission
Date of dispatch:
11/12/2009
Date of reply:
13/01/2010; Written answer","EUROVOC descriptor:
France
national tax
rolling stock
protectionism","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document"
20,rolling_stock,Written question E-5382/09 by Gianluca Susta (S&D) to the Commission. Cuneo-Nice railway line,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:92009E005382,"Date of document:
30/10/2009; Date of transmission
Date of dispatch:
30/10/2009
Date of reply:
18/12/2009; Written answer","EUROVOC descriptor:
France
Italy
rolling stock
rail network
transport safety
trans-European network","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document"
21,rolling_stock,QUESTION No 33 (H-0207/95) by Alexander LANGER to the Commission. Italian railway carriages containing asbestos in Italy and Albania,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:91995H000207,"Date of document:
22/03/1995; Date of transmission
Date of dispatch:
22/03/1995
Date of reply:
04/04/1995; ?","EUROVOC descriptor:
Albania
Italy
asbestos
rolling stock
toxic substance
health risk
vehicle on rails","Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Instruments cited:
31987L0217
31992R2455
31993R0259"
22,rail_network,Regulation (EU) 2020/2222 of the European Parliament and of the Council of 23 December 2020 on certain aspects of railway safety and connectivity with regard to the cross-border infrastructure linking the Union and the United Kingdom through the Channel Fixed Link (Text with EEA relevance),https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020R2222,"Date of document:
23/12/2020; Date of signature
Date of effect:
29/12/2020; Entry into force Date pub. +1 See Art 8.1
Date of effect:
01/01/2021; Application See Art 8.2
Date of end of validity:
30/09/2021; See Art. 8.3","EUROVOC descriptor:
France
English Channel
transport regulations
rail network
United Kingdom
transfrontier transport
cross-channel connection
rail safety
withdrawal from the EU
Subject matter:
Transport
Directory code:
07.20.00.00 Transport policy / Inland transport","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
12016E091 - P1
Proposal:
52020PC0782 Adopted on: 23/12/2020
Link
Select all documents based on this document
Link
Select all implementing acts based on this document
Link
Select all delegated acts based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Instruments cited:
12016A/PRO/01
12016E/PRO/01
12016M/PRO/01
12016M005
12020W/TXT
22020A0131(01)
32004L0049
32011R0182
32012L0034
32016L0797
32016L0798
32020D0135
32020D1531
32020R1530
Link
Display the Official Journal containing the document"
23,rail_network,Directive (EU) 2016/797 of the European Parliament and of the Council of 11 May 2016 on the interoperability of the rail system within the European Union (Text with EEA relevance),https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32016L0797,"Date of document:
11/05/2016; Date of signature
Date of effect:
15/06/2016; Entry into force Date pub. +20 See Art 59
Deadline:
15/06/2016; See Art 54 And 55
Deadline:
16/06/2018; See Art 53.1
Deadline:
16/06/2019; At the latest See Art 54.4
Deadline:
16/06/2019; See Art 54.1 And 55
Deadline:
29/05/2020; See Art 57.2a
Deadline:
16/06/2020; See Art 54.4
Deadline:
31/10/2020; See Art 54.4
Deadline:
14/06/2021; See Art 50.1
Deadline:
16/06/2031; See Art 55.4
Date of transposition:
16/06/2019; Adoption See Art 57.1
Date of transposition:
31/10/2020; Adoption See Art 57.2a
Date of transposition:
31/10/2020; Application See Art 57.2a
Date of end of validity:
No end date","EUROVOC descriptor:
rail network
European standard
harmonisation of standards
vehicle on rails
safety standard
technical standard
EC conformity marking
national implementing measure
trans-European network
Subject matter:
Transport
Trans-European networks
Approximation of laws
Directory code:
07.20.40.10 Transport policy / Inland transport / Structural harmonisation / Technical and safety conditions","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
12012E091 - P1
12012E170
12012E171
Proposal:
52013PC0030 Adopted on: 11/05/2016
Link
Select all documents based on this document
Link
Select all implementing acts based on this document
Link
Select all delegated acts based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Internal procedures based on this legislative basic act
Draft implementing regulation  Practical arrangements for the rail vehicle authorisation process;
Draft implementing decision  Specifications for the rail European vehicle register and the national vehicle registers;
Draft implementing regulation  Amendments as regards provisions on energy measuring system and data collecting system in rail;
Draft implementing regulation  Revision of technical specification for rail interoperability relating to the ‘telematics applications for freight’;
Draft implementing regulation  Amendment of the specifications for the register of infrastructure for railways;
Draft delegated decision  Specific objectives for the drafting, adoption and review of rail technical specifications for interoperability (TSIs);
Draft implementing regulation  Templates for the ‘EC’ declaration of conformity or suitability for use for rail;
Draft implementing regulation  Amendment of Operation TSI to align with the 4th Railway Package, close open points and reduce national rules;
Draft implementing regulation  Alignment of railway technical specifications for interoperability and EU register of vehicle types with the 4th package;
Draft implementing regulation  Rules for rail vehicle extension of area of use and specifications on standards and transition under Union requirements;
Draft implementing regulation  Information to be submitted in requests from Member States for non-application of Union rail requirements;
Amendment to:
Relation
All
Implicit repeal
Repeal
Act
All
32008L0057
32009L0131
32011L0018
32014L0106
Comment Subdivision concerned
Repeal 32008L0057
Repeal 32009L0131
Repeal 32011L0018
Implicit repeal 32014L0106
Amended by:
Relation
All
Amended by
Completed by
Corrected by
Act
All
32016L0797R(01)
32016L0797R(02)
32016L0797R(03)
32016L0797R(04)
32016L0797R(05)
32016L0797R(06)
32016L0797R(07)
32016L0797R(08)
32017D1474
32020L0700
Comment Subdivision concerned
Corrected by 32016L0797R(01) (EL)
Corrected by 32016L0797R(02) (IT)
Corrected by 32016L0797R(03) (NL)
Corrected by 32016L0797R(04) (NL)
Corrected by 32016L0797R(05) (NL)
Corrected by 32016L0797R(06) (NL)
Corrected by 32016L0797R(07) (DE)
Corrected by 32016L0797R(08) (ES)
Completed by 32017D1474
Amended by 32020L0700 Addition article 57 paragraph 2a
Amended by 32020L0700 Replacement article 58 paragraph 1 Text
Amended by 32020L0700 Replacement article 54 paragraph 4
All consolidated versions:
28/05/2020
26/05/2016
Subsequent related instruments:
Amendment proposed by 52020PC0179
Instruments cited:
12012E290
12012M005
22010A0127(01)
31996L0048
31998D0500
32008D0768
32008R0765
32010D0713
32011R0182
32012L0034
32012R1025
32014L0025
32015L1535
32016L0798
32016R0796
52013AE1024
52013AR0027
52016AG0002(01)
Link
Display the Official Journal containing the document"
24,rail_network,Regulation (EU) No 913/2010 of the European Parliament and of the Council of 22 September 2010 concerning a European rail network for competitive freight Text with EEA relevance,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010R0913,"Date of document:
22/09/2010
Date of effect:
09/11/2010; Entry into force Date pub. +20 See Art 25
Date of end of validity:
No end date","EUROVOC descriptor:
transport infrastructure
common transport policy
transport market
rail network
carriage of goods
Subject matter:
Transport
Internal market - Principles
Directory code:
07.10.00.00 Transport policy / Transport infrastructure
07.20.00.00 Transport policy / Inland transport","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
12010E091
12010E294
Proposal:
52008PC0852
Link
Select all documents based on this document
Link
Select all implementing acts based on this document
Link
Select all delegated acts based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amended by:
Relation
All
Corrected by
Act
All
32010R0913R(01)
32010R0913R(02)
Comment Subdivision concerned
Corrected by 32010R0913R(01) (FR)
Corrected by 32010R0913R(02) (PT, ES, DA)
All consolidated versions:
01/01/2014
09/11/2010
Affected by case:
article 13 paragraph 1 Preliminary question submitted by 62020CN0012
article 14 paragraph 1 Preliminary question submitted by 62020CN0012
article 14 paragraph 9 Preliminary question submitted by 62020CN0012
article 18 point (c) Preliminary question submitted by 62020CN0012
article 20 Preliminary question submitted by 62020CN0012
article 8 paragraph 2 Preliminary question submitted by 62020CN0012
Instruments cited:
31985R2137
31991L0440
31999D0468
32001L0014
32008L0057
32010D0661
Link
Display the Official Journal containing the document"
25,rail_network,Directive 2007/59/EC of the European Parliament and of the Council of 23 October 2007 on the certification of train drivers operating locomotives and trains on the railway system in the Community,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32007L0059,"Date of document:
23/10/2007
Date of effect:
04/12/2007; Entry into force See Art 38
Date of transposition:
03/12/2009; At the latest See Art 36.1
Date of end of validity:
No end date","EUROVOC descriptor:
vocational training
drivers
common transport policy
single market
rail network
intra-EU transport
recognition of vocational training qualifications
Subject matter:
Transport
Approximation of laws
Directory code:
07.20.40.10 Transport policy / Inland transport / Structural harmonisation / Technical and safety conditions
07.20.40.20 Transport policy / Inland transport / Structural harmonisation / Social conditions","Treaty:
Treaty establishing the European Community
Legal basis:
12006E071
Proposal:
52004PC0142
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Internal procedures based on this legislative basic act
Draft regulation  Revision of language requirements for train drivers to allow pilots exploring alternative options;
Amended by:
Relation
All
Amended by
Corrected by
Act
All
32007L0059R(01)
32014L0082
32016L0882
32019R0554
Comment Subdivision concerned
Corrected by 32007L0059R(01) (SL)
Amended by 32014L0082 Replacement annex IV
Amended by 32014L0082 Replacement annex VI PT 8
Amended by 32014L0082 Replacement annex II PT 1.2 indent 7
Amended by 32016L0882 Replacement annex VI point 8
Amended by 32019R0554 Replacement annex VI point 8
All consolidated versions:
08/07/2019
01/07/2016
15/07/2014
Affected by case:
Proceedings concerning failure by Member States 62019CJ0796
article 3 point (a) establishment of failure to fulfil an obligation requested by 62019CN0796
Instruments cited:
31985D0368
31991L0440
31995L0046
31996L0048
31999D0468
32001L0014
32001L0016
32001L0045
32004L0049
32004R0881
32005L0036
42005A0727(01)
Link
Display the Official Journal containing the document"
26,rail_network,Case C-500/20: Request for a preliminary ruling from the Oberster Gerichtshof (Austria) lodged on 6 October 2020 — ÖBB-Infrastruktur Aktiengesellschaft v Lokomotion Gesellschaft für Schienentraktion mbH,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:62020CN0500,"Date of document:
06/10/2020
Date lodged:
06/10/2020","EUROVOC descriptor:
vehicle rental
transport regulations
rail network
international convention
liability
international transport
vehicle on rails","Link
Select all documents mentioning this document
Instruments cited in case law:
32013D0103
Link
Display the Official Journal containing the document"
27,rail_network,Case T-814/17: Judgment of the General Court of 18 November 2020 — Lietuvos geležinkeliai v Commission (Competition — Abuse of a dominant position — Rail freight market — Decision finding an infringement of Article 102 TFEU — Access by third-party undertakings to infrastructure managed by Lithuania’s national railway company — Removal of a section of railway track — Concept of ‘abuse’ — Actual or likely exclusion of a competitor — Calculation of the amount of the fine — 2006 Guidelines on the method for setting fines — Remedies — Proportionality — Unlimited jurisdiction),https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:62017TA0814,"Date of document:
18/11/2020
Date lodged:
14/12/2017","EUROVOC descriptor:
transport infrastructure
dominant position
control of restrictive practices
rail network
sanction (EU)
EU competition policy
carriage of goods
Lithuania
principle of proportionality
public sector","Link
Select all documents mentioning this document
Case affecting:
Related EU case-law document 62017TJ0814
Instruments cited in case law:
12016E102
12016E263
52006XC0901(01)
Link
Display the Official Journal containing the document"
28,rail_network,"Commission Implementing Decision (EU) 2020/2168 of 17 December 2020 on the compliance of the joint proposal submitted by the Member States concerned for the extension of the North Sea-Baltic rail freight corridor with Article 5 of Regulation (EU) No 913/2010 of the European Parliament and of the Council concerning a European rail network for competitive freight (notified under document C(2020) 8919) (Only the Czech, Dutch, Estonian, French, German, Latvian, Lithuanian and Polish texts are authentic)",https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32020D2168,"Date of document:
17/12/2020; Date of adoption
Date of effect:
21/12/2020; Takes effect Date notif.
Date of notification:
21/12/2020; The act was notified but the date of notification is not available on EUR-Lex – the date of publication is used instead
Date of end of validity:
No end date","EUROVOC descriptor:
common transport policy
transport market
rail network
carriage of goods
EU Member State
trans-European network
Subject matter:
Internal market - Principles
Transport
Directory code:
07.10.00.00 Transport policy / Transport infrastructure
07.20.00.00 Transport policy / Inland transport","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
32010R0913 - A05P6
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amended by:
Relation
All
Corrected by
Act
All
32020D2168R(01)
Comment Subdivision concerned
Corrected by 32020D2168R(01) (SL)
Instruments cited:
32012L0034
32015D1111
32017D0178
Link
Display the Official Journal containing the document"
29,rail_network,Proposal for a REGULATION OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL on certain aspects of railway safety and connectivity with regard to the cross-border infrastructure linking the Union and the United Kingdom through the Channel Fixed Link,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52020PC0782,"Date of document:
27/11/2020
Date of dispatch:
27/11/2020; Forwarded to the Council
Date of dispatch:
27/11/2020; Forwarded to the Parliament
Date of end of validity:
23/12/2020; Adopted by 32020R2222","EUROVOC descriptor:
France
English Channel
transport regulations
rail network
United Kingdom
transfrontier transport
cross-channel connection
rail safety
withdrawal from the EU
Directory code:
07.20.00.00 Transport policy / Inland transport","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
12016E091 - P1
Adopted act:
32020R2222 Adopted on: 23/12/2020
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Subsequent related instruments:
ESC Opinion 52020AE5483 Assent
Instruments cited:
12016A/PRO/01
12016E/PRO/01
12016M/PRO/01
12016M005
12016M050
12020W/TXT
22020A0131(01)
32004L0049
32011R0182
32012L0034
32016L0797
32016L0798
32020D0135
32020D1531
32020R1530"
